ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
402830041,Photo,Pelagic Cormorant,Urile pelagicus,,Sharon J,2022-01-05,2022,1,5,1211,United States,US-CA-001,California,Alameda,Encinal beach and jetty,37.7691274,-122.2913739,"",Foraging or Eating,Unspecified,"","",,,,,,,S100187409,"",,,,,Urile pelagicus,pelcor,Species,7036,,3.00,1,"",1184,1600
402828101,Photo,"Brandt's Cormorant",Urile penicillatus,,Sharon J,2022-01-05,2022,1,5,1211,United States,US-CA-001,California,Alameda,Encinal beach and jetty,37.7691274,-122.2913739,Adult – 1,,Unspecified,"","",,,,,,,S100187409,"",,,,,Urile penicillatus,bracor,Species,7034,,3.00,1,,1214,1600
402827811,Photo,Common Loon,Gavia immer,Bucephala albeola -- Bufflehead,Sharon J,2022-01-05,2022,1,5,1211,United States,US-CA-001,California,Alameda,Encinal beach and jetty,37.7691274,-122.2913739,"",,Unspecified,"","",,,,,,,S100187409,"",,,,,Gavia immer,comloo,Species,6616,,3.00,1,,1049,1600
402827791,Photo,Common Loon,Gavia immer,,Sharon J,2022-01-05,2022,1,5,1211,United States,US-CA-001,California,Alameda,Encinal beach and jetty,37.7691274,-122.2913739,"",,Unspecified,"","",,,,,,,S100187409,"",,,,,Gavia immer,comloo,Species,6616,,3.00,1,,1061,1600
402825661,Photo,"Brandt's Cormorant",Urile penicillatus,,Sharon J,2022-01-05,2022,1,5,1211,United States,US-CA-001,California,Alameda,Encinal beach and jetty,37.7691274,-122.2913739,Adult – 1,,Unspecified,"","",,,,,,,S100187409,"",,,,,Urile penicillatus,bracor,Species,7034,,3.00,1,,1194,1600
402651151,Photo,gull sp.,Larinae sp.,"Larus californicus -- California Gull; Larus occidentalis -- Western Gull; Larus occidentalis x glaucescens -- Western x Glaucous-winged Gull (hybrid); Larus glaucescens -- Glaucous-winged Gull",Sharon J,2022-01-04,2022,1,4,1152,United States,US-CA-001,California,Alameda,Mlk Shoreline--New Marsh/San Leandro Creek,37.7370688,-122.2036665,"",,Unspecified,"","",,,,,,,S100120166,"",,,third from the left maybe Herring?? or hybrid?,,Larinae sp.,larus,Spuh,6409,,3.00,1,,1028,1600
399939401,Photo,Ring-necked Duck,Aythya collaris,,Sharon J,2021-12-28,2021,12,28,940,United States,US-CA-075,California,San Francisco,Golden Gate Park--North Lake,37.7700193,-122.5028801,Adult Male – 1,,Unspecified,"","",,,,,,,S99603394,"",,,,,Aythya collaris,rinduc,Species,597,,3.00,1,,1088,1600
399939391,Photo,Ring-necked Duck,Aythya collaris,,Sharon J,2021-12-28,2021,12,28,940,United States,US-CA-075,California,San Francisco,Golden Gate Park--North Lake,37.7700193,-122.5028801,"",,Unspecified,"","",,,,,,,S99603394,"",,,,,Aythya collaris,rinduc,Species,597,,3.00,1,,1067,1600
399934121,Photo,Iceland Gull,Larus glaucoides,,Sharon J,2021-12-28,2021,12,28,1146,United States,US-CA-075,California,San Francisco,Golden Gate Park--Spreckels Lake,37.7709183,-122.4947262,Juvenile – 1,,Unspecified,"","",,,,,,,S99603418,"",,,,,Larus glaucoides,y00478,Species,6359,,3.00,1,,1185,1600
399933981,Photo,Short-billed Gull,Larus brachyrhynchus,Fulica americana -- American Coot,Sharon J,2021-12-28,2021,12,28,1146,United States,US-CA-075,California,San Francisco,Golden Gate Park--Spreckels Lake,37.7709183,-122.4947262,Immature – 1,,Unspecified,"","",,,,,,,S99603418,"",,,,,Larus brachyrhynchus,mewgul2,Species,6324,,3.00,1,,1043,1600
399933201,Photo,Glaucous-winged Gull,Larus glaucescens,"Fulica americana -- American Coot; Larus occidentalis -- Western Gull",Sharon J,2021-12-28,2021,12,28,1146,United States,US-CA-075,California,San Francisco,Golden Gate Park--Spreckels Lake,37.7709183,-122.4947262,Immature – 1,,Unspecified,"","",,,,,,,S99603418,"",,,,,Larus glaucescens,glwgul,Species,6382,,3.00,1,,1067,1600
399933191,Photo,Glaucous-winged Gull,Larus glaucescens,Fulica americana -- American Coot,Sharon J,2021-12-28,2021,12,28,1146,United States,US-CA-075,California,San Francisco,Golden Gate Park--Spreckels Lake,37.7709183,-122.4947262,Immature – 1,,Unspecified,"","",,,,,,,S99603418,"",,,,,Larus glaucescens,glwgul,Species,6382,,3.00,1,,1067,1600
399880061,Photo,Herring Gull,Larus argentatus,"Columba livia (Feral Pigeon) -- Rock Pigeon (Feral Pigeon); Larus occidentalis -- Western Gull",Sharon J,2021-12-28,2021,12,28,1146,United States,US-CA-075,California,San Francisco,Golden Gate Park--Spreckels Lake,37.7709183,-122.4947262,Adult – 1,,Unspecified,"","",,,,,,,S99603418,"",,,,,Larus argentatus,hergul,Species,6339,,3.00,1,,1067,1600
399879711,Photo,Herring Gull,Larus argentatus,"Larus occidentalis -- Western Gull; Larus glaucescens -- Glaucous-winged Gull",Sharon J,2021-12-28,2021,12,28,1146,United States,US-CA-075,California,San Francisco,Golden Gate Park--Spreckels Lake,37.7709183,-122.4947262,Adult – 1,,Unspecified,"","",,,,,,,S99603418,"",,,,,Larus argentatus,hergul,Species,6339,,3.00,1,,1143,1600
399879201,Photo,Iceland Gull,Larus glaucoides,,Sharon J,2021-12-28,2021,12,28,1146,United States,US-CA-075,California,San Francisco,Golden Gate Park--Spreckels Lake,37.7709183,-122.4947262,Juvenile – 1,,Unspecified,"","",,,,,,,S99603418,"",,,,,Larus glaucoides,y00478,Species,6359,,3.00,1,,1067,1600
399609661,Photo,gull sp.,Larinae sp.,,Sharon J,2021-12-27,2021,12,27,1202,United States,US-CA-001,California,Alameda,Encinal beach and jetty,37.7691274,-122.2913739,"",,Unspecified,"","",,,,,,,S99534017,"",,,"seemed a little pale to be all western, so maybe with a little GWGU? ",,Larinae sp.,larus,Spuh,6409,,3.00,1,,1200,1600
399604311,Photo,Glaucous-winged Gull,Larus glaucescens,"Bucephala clangula -- Common Goldeneye; Fulica americana -- American Coot",Sharon J,2021-12-27,2021,12,27,1313,United States,US-CA-001,California,Alameda,Ballena Bay,37.7661689,-122.2824669,"",,Unspecified,"","",,,,,,,S99538270,"",,,,,Larus glaucescens,glwgul,Species,6382,,3.00,1,,981,1600
399601691,Photo,Herring Gull,Larus argentatus,"Larus occidentalis -- Western Gull; Larus glaucescens -- Glaucous-winged Gull",Sharon J,2021-12-27,2021,12,27,1313,United States,US-CA-001,California,Alameda,Ballena Bay,37.7661689,-122.2824669,"",,Unspecified,"","",,,,,,,S99538270,"",,,,,Larus argentatus,hergul,Species,6339,,3.00,1,,960,1600
398719131,Photo,Curlew Sandpiper,Calidris ferruginea,Limnodromus griseus/scolopaceus -- Short-billed/Long-billed Dowitcher,Sharon J,2021-12-24,2021,12,24,1101,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,"",Foraging or Eating,Unspecified,"","",,,,,,,S99386014,"",,,,"Continuing. Similar size to Dunlin, slightly paler with thinner more decurved bill. Floppy tertials.",Calidris ferruginea,cursan,Species,5917,,3.00,1,"",1076,1600
398718921,Photo,Curlew Sandpiper,Calidris ferruginea,Calidris mauri -- Western Sandpiper,Sharon J,2021-12-24,2021,12,24,1101,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,"",Foraging or Eating,Unspecified,"","",,,,,,,S99386014,"",,,,"Continuing. Similar size to Dunlin, slightly paler with thinner more decurved bill. Floppy tertials.",Calidris ferruginea,cursan,Species,5917,,3.00,1,"",1141,1600
393391191,Photo,Cackling Goose,Branta hutchinsii,Branta canadensis -- Canada Goose,Sharon J,2021-12-04,2021,12,4,1137,United States,US-CA-001,California,Alameda,MLK Jr. Regional Shoreline--Arrowhead Marsh,37.7421628,-122.2112274,"",Flying,Unspecified,"","",,,,,,,S98477761,"",,,,,Branta hutchinsii,cacgoo1,Species,292,,3.00,1,"",1080,1600
393387791,Photo,Glaucous-winged Gull,Larus glaucescens,,Sharon J,2021-12-04,2021,12,4,1137,United States,US-CA-001,California,Alameda,MLK Jr. Regional Shoreline--Arrowhead Marsh,37.7421628,-122.2112274,Adult – 1,Flying,Unspecified,"","",,,,,,,S98477761,"",,,,,Larus glaucescens,glwgul,Species,6382,,3.00,1,"",1147,1600
392353421,Photo,Rock Wren,Salpinctes obsoletus,,Sharon J,2021-11-30,2021,11,30,1322,United States,US-CA-001,California,Alameda,Crown Memorial SB--Crab Cove area,37.7684076,-122.2774389,"",,Unspecified,"","",,,,,,,S98297071,"",,,stretching,"Continuing on rocks near visitor center. Very confiding. Dusty grey brown above with speckling, buff underparts and supercilium. Light rust on flanks and rump. Long thin slightly decurved bill. Took a dust bath then sat on bench for a few seconds to preen",Salpinctes obsoletus,rocwre,Species,26237,,3.00,1,,1099,1600
391851211,Photo,Short-eared Owl,Asio flammeus,,Sharon J,2021-11-28,2021,11,28,1618,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Quarry Staging Area,37.5511782,-122.0863867,"","Carrying Food; Flying",Unspecified,"","",,,,,,,S98222981,"",,,with vole?,,Asio flammeus,sheowl,Species,8829,,3.00,1,"",1216,1600
391850581,Photo,Short-eared Owl,Asio flammeus,,Sharon J,2021-11-28,2021,11,28,1618,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Quarry Staging Area,37.5511782,-122.0863867,"","Carrying Food; Flying",Unspecified,"","",,,,,,,S98222981,"",,,with vole?,,Asio flammeus,sheowl,Species,8829,,3.00,1,"",1123,1600
391849941,Photo,Short-eared Owl,Asio flammeus,,Sharon J,2021-11-28,2021,11,28,1618,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Quarry Staging Area,37.5511782,-122.0863867,"",Flying,Unspecified,"","",,,,,,,S98222981,"",,,,,Asio flammeus,sheowl,Species,8829,,3.00,1,"",1125,1600
391849931,Photo,Short-eared Owl,Asio flammeus,"Sayornis saya -- Say's Phoebe",Sharon J,2021-11-28,2021,11,28,1618,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Quarry Staging Area,37.5511782,-122.0863867,"",Flying,Unspecified,"","",,,,,,,S98222981,"",,,,,Asio flammeus,sheowl,Species,8829,,3.00,1,"",1035,1600
391849921,Photo,Short-eared Owl,Asio flammeus,,Sharon J,2021-11-28,2021,11,28,1618,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Quarry Staging Area,37.5511782,-122.0863867,"",Flying,Unspecified,"","",,,,,,,S98222981,"",,,,,Asio flammeus,sheowl,Species,8829,,3.00,1,"",1053,1600
391848521,Photo,Short-eared Owl,Asio flammeus,,Sharon J,2021-11-28,2021,11,28,1618,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Quarry Staging Area,37.5511782,-122.0863867,"",Flying,Unspecified,"","",,,,,,,S98222981,"",,,,,Asio flammeus,sheowl,Species,8829,,3.00,1,"",1032,1600
391848491,Photo,Short-eared Owl,Asio flammeus,,Sharon J,2021-11-28,2021,11,28,1618,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Quarry Staging Area,37.5511782,-122.0863867,"",Flying,Unspecified,"","",,,,,,,S98222981,"",,,,,Asio flammeus,sheowl,Species,8829,,3.00,1,"",1028,1600
391847581,Photo,Short-eared Owl,Asio flammeus,,Sharon J,2021-11-28,2021,11,28,1618,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Quarry Staging Area,37.5511782,-122.0863867,"",Flying,Unspecified,"","",,,,,,,S98222981,"",,,,,Asio flammeus,sheowl,Species,8829,,3.00,1,"",1175,1600
391845891,Photo,Glaucous Gull,Larus hyperboreus,,Sharon J,2021-11-28,2021,11,28,1435,United States,US-CA-001,California,Alameda,Don Edwards NWR--No Name Trail,37.5464008,-122.0973837,Adult – 1,Flying,Unspecified,"","",,,,,,,S98220104,"",,,,"Flushed by eagle and flew close** by (after resting on super distant berm for ages*) fully white underwing. Lifer for both of us!  *approx 37.564177, -122.113495, much closer to Alameda Creek trail **we were on No Name perhaps a half mile out, at the islands after the first levee perpendicular to no name",Larus hyperboreus,glagul,Species,6388,,3.00,1,"",1087,1600
391171581,Photo,Eurasian x American Wigeon (hybrid),Mareca penelope x americana,Mareca americana -- American Wigeon,Sharon J,2021-11-26,2021,11,26,1244,United States,US-CA-001,California,Alameda,Sea Breeze Market Cove,37.8654693,-122.3065209,Adult Male – 1,,Unspecified,"","",,,,,,,S98104275,"",,,,"Previously reported here. Body and foreface much like amwi, but green post-ocular stripe blends into deep copper nape and cheeks are pinkish copper.",Mareca penelope x americana,x00421,Hybrid,461,,3.00,1,,1059,1600
390943911,Photo,Western Gull,Larus occidentalis,Larus glaucescens -- Glaucous-winged Gull,Sharon J,2021-11-25,2021,11,25,1430,United States,US-CA-001,California,Alameda,Ballena Bay,37.7661689,-122.2824669,Immature – 1,,Unspecified,"","",,,,,,,S98067287,"",,,,,Larus occidentalis,wesgul,Species,6331,,3.00,1,,1114,1600
390943901,Photo,Western Gull,Larus occidentalis,,Sharon J,2021-11-25,2021,11,25,1430,United States,US-CA-001,California,Alameda,Ballena Bay,37.7661689,-122.2824669,Immature – 1,,Unspecified,"","",,,,,,,S98067287,"",,,,,Larus occidentalis,wesgul,Species,6331,,3.00,1,,1091,1600
390943891,Photo,Western Gull,Larus occidentalis,,Sharon J,2021-11-25,2021,11,25,1430,United States,US-CA-001,California,Alameda,Ballena Bay,37.7661689,-122.2824669,Immature – 1,Flying,Unspecified,"","",,,,,,,S98067287,"",,,,,Larus occidentalis,wesgul,Species,6331,,3.00,1,"",1021,1600
390943561,Photo,Red-breasted Nuthatch,Sitta canadensis,,Sharon J,2021-11-25,2021,11,25,1430,United States,US-CA-001,California,Alameda,Ballena Bay,37.7661689,-122.2824669,"",Foraging or Eating,Unspecified,"","",,,,,,,S98067287,"",,,,,Sitta canadensis,rebnut,Species,26022,,3.00,1,"",1133,1600
390942971,Photo,Common Loon,Gavia immer,,Sharon J,2021-11-25,2021,11,25,1430,United States,US-CA-001,California,Alameda,Ballena Bay,37.7661689,-122.2824669,"",,Unspecified,"","",,,,,,,S98067287,"",,,,,Gavia immer,comloo,Species,6616,,3.00,1,,1000,1600
390942651,Photo,Least Sandpiper,Calidris minutilla,,Sharon J,2021-11-25,2021,11,25,1430,United States,US-CA-001,California,Alameda,Ballena Bay,37.7661689,-122.2824669,"",,Unspecified,"","",,,,,,,S98067287,"",,,,,Calidris minutilla,leasan,Species,5948,,3.00,1,,1099,1600
390942531,Photo,Ruddy Turnstone,Arenaria interpres,"Arenaria melanocephala -- Black Turnstone; Calidris virgata -- Surfbird; Tringa melanoleuca -- Greater Yellowlegs",Sharon J,2021-11-25,2021,11,25,1430,United States,US-CA-001,California,Alameda,Ballena Bay,37.7661689,-122.2824669,"",,Unspecified,"","",,,,,,,S98067287,"",,,,,Arenaria interpres,rudtur,Species,5891,,3.00,1,,1067,1600
390461671,Photo,House Finch,Haemorhous mexicanus,,Sharon J,2021-11-23,2021,11,23,1227,United States,US-CA-013,California,Contra Costa,Heather Farm Park,37.9209496,-122.0434338,Male – 1,Foraging or Eating,Unspecified,"","",,,,,,,S97984645,"",,,,,Haemorhous mexicanus,houfin,Species,31253,,3.00,1,"",1237,1600
389107401,Photo,Snow Goose,Anser caerulescens,,Sharon J,2021-11-18,2021,11,18,1414,United States,US-CA-001,California,Alameda,John Sutter Regional Park,37.8210431,-122.3277332,Juvenile – 1,,Unspecified,"","",,,,,,,S97760082,"",,,,,Anser caerulescens,snogoo,Species,242,,3.00,1,,1166,1600
389107391,Photo,Snow Goose,Anser caerulescens,,Sharon J,2021-11-18,2021,11,18,1414,United States,US-CA-001,California,Alameda,John Sutter Regional Park,37.8210431,-122.3277332,Juvenile – 1,Foraging or Eating,Unspecified,"","",,,,,,,S97760082,"",,,,,Anser caerulescens,snogoo,Species,242,,3.00,1,"",1051,1600
388148671,Photo,"Brandt's Cormorant",Urile penicillatus,,Sharon J,2021-11-13,2021,11,13,1102,United States,US-CA-013,California,Contra Costa,SF Bay off Pt Molate/Pt San Pablo,37.9537610,-122.4359070,"","",Unspecified,"","",,,,,,,S97542272,"",,,,"Roosting on West Brothers Island, pics",Urile penicillatus,bracor,Species,7034,,3.00,1,Habitat,1214,1600
387870801,Photo,"Iceland Gull (Thayer's)",Larus glaucoides thayeri,,Sharon J,2021-11-13,2021,11,13,1307,United States,US-CA-041,California,Marin,Raccoon Strait,37.8711270,-122.4423265,Adult – 1,Flying,Unspecified,"","",,,,,,,S97549744,"",,,,,Larus glaucoides,thagul,Group,6360,,3.00,1,"",1035,1600
387843581,Photo,Short-billed Gull,Larus brachyrhynchus,,Sharon J,2021-11-13,2021,11,13,1334,United States,US-CA-075,California,San Francisco,"San Francisco Bay, offshore SF, Alcatraz, Yerba Buena/Treasure Island, Bay Bridge",37.8260456,-122.3929390,"",Flying,Unspecified,"","",,,,,,,S97542453,"",,,,,Larus brachyrhynchus,mewgul2,Species,6324,,3.00,1,"",1088,1600
387843351,Photo,Short-billed Gull,Larus brachyrhynchus,,Sharon J,2021-11-13,2021,11,13,1334,United States,US-CA-075,California,San Francisco,"San Francisco Bay, offshore SF, Alcatraz, Yerba Buena/Treasure Island, Bay Bridge",37.8260456,-122.3929390,"",Flying,Unspecified,"","",,,,,,,S97542453,"",,,,,Larus brachyrhynchus,mewgul2,Species,6324,,3.00,1,"",1102,1600
387471371,Photo,California Gull,Larus californicus,,Sharon J,2021-11-11,2021,11,11,1157,United States,US-CA-001,California,Alameda,MLK Jr. Regional Shoreline--Damon Marsh Trail,37.7572290,-122.2157979,"",Flying,Unspecified,"","",,,,,,,S97446828,"",,,,,Larus californicus,calgul,Species,6336,,3.00,1,"",1077,1600
387470791,Photo,Willet,Tringa semipalmata,,Sharon J,2021-11-11,2021,11,11,1157,United States,US-CA-001,California,Alameda,MLK Jr. Regional Shoreline--Damon Marsh Trail,37.7572290,-122.2157979,"",Foraging or Eating,Unspecified,"","",,,,,,,S97446828,"",,,,,Tringa semipalmata,willet1,Species,6040,,3.00,1,"",1067,1600
387331151,Photo,Ring-billed Gull,Larus delawarensis,,Sharon J,2021-11-11,2021,11,11,1157,United States,US-CA-001,California,Alameda,MLK Jr. Regional Shoreline--Damon Marsh Trail,37.7572290,-122.2157979,"","Flying; Molting",Unspecified,"","",,,,,,,S97446828,"",,,,,Larus delawarensis,ribgul,Species,6326,,3.00,1,"",1221,1600
387064091,Photo,White-winged Scoter,Melanitta deglandi,,Sharon J,2021-11-10,2021,11,10,1448,United States,US-CA-001,California,Alameda,John Sutter Regional Park,37.8210431,-122.3277332,"",,Unspecified,"","",,,,,,,S97412777,"",,,,"Continuing near deck. Both female-type. Seen together. Two whitish spots on face, one extending out onto the bill, white spot on wings visible.",Melanitta deglandi,whwsco2,Species,651,,3.00,1,,1018,1600
386974241,Photo,Northern Harrier,Circus hudsonius,,Sharon J,2021-11-09,2021,11,9,1226,United States,US-CA-001,California,Alameda,Mlk Shoreline--New Marsh/San Leandro Creek,37.7370688,-122.2036665,Immature – 1,Flying,Unspecified,"","",,,,,,,S97365748,"",,,,,Circus hudsonius,norhar2,Species,7732,,3.00,1,"",1236,1600
386974231,Photo,Northern Harrier,Circus hudsonius,,Sharon J,2021-11-09,2021,11,9,1226,United States,US-CA-001,California,Alameda,Mlk Shoreline--New Marsh/San Leandro Creek,37.7370688,-122.2036665,Immature – 1,Flying,Unspecified,"","",,,,,,,S97365748,"",,,,,Circus hudsonius,norhar2,Species,7732,,3.00,1,"",1160,1600
386974221,Photo,Northern Harrier,Circus hudsonius,,Sharon J,2021-11-09,2021,11,9,1226,United States,US-CA-001,California,Alameda,Mlk Shoreline--New Marsh/San Leandro Creek,37.7370688,-122.2036665,Immature – 1,Flying,Unspecified,"","",,,,,,,S97365748,"",,,,,Circus hudsonius,norhar2,Species,7732,,3.00,1,"",1155,1600
386972831,Photo,Greater/Lesser Yellowlegs,Tringa melanoleuca/flavipes,Limnodromus griseus/scolopaceus -- Short-billed/Long-billed Dowitcher,Sharon J,2021-11-09,2021,11,9,1226,United States,US-CA-001,California,Alameda,Mlk Shoreline--New Marsh/San Leandro Creek,37.7370688,-122.2036665,"","",Unspecified,"","",,,,,,,S97365748,"",,,,"Only slightly larger than dowitchers and thin-looking bill, so likely lesser, but unusual to see so many and want to review. Seasonal pond",Tringa melanoleuca/flavipes,y00476,Slash,6044,,3.00,1,Habitat,1097,1600
386970051,Photo,Blue-winged Teal,Spatula discors,,Sharon J,2021-11-09,2021,11,9,1226,United States,US-CA-001,California,Alameda,Mlk Shoreline--New Marsh/San Leandro Creek,37.7370688,-122.2036665,"Adult Female – 1; Adult Male – 1",,Unspecified,"","",,,,,,,S97365748,"",,,,,Spatula discors,buwtea,Species,431,,3.00,1,,1017,1600
386945181,Photo,Red-breasted Merganser,Mergus serrator,,Sharon J,2021-11-09,2021,11,9,1317,United States,US-CA-001,California,Alameda,MLK Jr. Regional Shoreline--Arrowhead Marsh,37.7421628,-122.2112274,"",,Unspecified,"","",,,,,,,S97370588,"",,,,,Mergus serrator,rebmer,Species,689,,3.00,1,,992,1600
386944821,Photo,Merlin,Falco columbarius,,Sharon J,2021-11-09,2021,11,9,1317,United States,US-CA-001,California,Alameda,MLK Jr. Regional Shoreline--Arrowhead Marsh,37.7421628,-122.2112274,"",,Unspecified,"","",,,,,,,S97370588,"",,,,"very vocal and briefly tussling (or courting? I don't know)",Falco columbarius,merlin,Species,11528,,3.00,1,,1098,1600
386842751,Photo,Brant,Branta bernicla,Branta canadensis -- Canada Goose,Sharon J,2021-11-09,2021,11,9,1317,United States,US-CA-001,California,Alameda,MLK Jr. Regional Shoreline--Arrowhead Marsh,37.7421628,-122.2112274,"",,Unspecified,"","",,,,,,,S97370588,"",,,,,Branta bernicla,brant,Species,279,,3.00,1,,1067,1600
384835711,Photo,"Townsend's Solitaire",Myadestes townsendi,,Sharon J,2021-11-02,2021,11,2,1447,United States,US-CA-013,California,Contra Costa,Tilden Regional Park--Botanic Garden,37.8930465,-122.2434998,"",,Unspecified,"","",,,,,,,S97046127,"",,,,"Continuing, in lone conifer on lawn of Brazil building and on fence to garden. Being harassed by Phoebe. Long-tailed short-billed grey bluebird with white eyerings thicker in back. Buff patch on vase of primaries visible at close range, white outer tail feathers.",Myadestes townsendi,towsol,Species,27221,,3.00,1,,1131,1600
384835691,Photo,"Townsend's Solitaire",Myadestes townsendi,,Sharon J,2021-11-02,2021,11,2,1447,United States,US-CA-013,California,Contra Costa,Tilden Regional Park--Botanic Garden,37.8930465,-122.2434998,"",,Unspecified,"","",,,,,,,S97046127,"",,,,"Continuing, in lone conifer on lawn of Brazil building and on fence to garden. Being harassed by Phoebe. Long-tailed short-billed grey bluebird with white eyerings thicker in back. Buff patch on vase of primaries visible at close range, white outer tail feathers.",Myadestes townsendi,towsol,Species,27221,,3.00,1,,1071,1600
384835681,Photo,"Townsend's Solitaire",Myadestes townsendi,,Sharon J,2021-11-02,2021,11,2,1447,United States,US-CA-013,California,Contra Costa,Tilden Regional Park--Botanic Garden,37.8930465,-122.2434998,"",,Unspecified,"","",,,,,,,S97046127,"",,,,"Continuing, in lone conifer on lawn of Brazil building and on fence to garden. Being harassed by Phoebe. Long-tailed short-billed grey bluebird with white eyerings thicker in back. Buff patch on vase of primaries visible at close range, white outer tail feathers.",Myadestes townsendi,towsol,Species,27221,,3.00,1,,1170,1600
382971561,Photo,cormorant sp.,Phalacrocoracidae sp.,"Larus occidentalis -- Western Gull; Nannopterum auritum -- Double-crested Cormorant",Sharon J,2021-10-26,2021,10,26,1216,United States,US-CA-001,California,Alameda,Emeryville Marina,37.8393943,-122.3118854,"",,Unspecified,"","",,,,,,,S96747814,"",,,,"On breakwater. Tan/pinkish chin, no white on chest/belly, no yellow in face. Unless pelagics have bare patches on their chins, but also more a brown-black than green-black.  edit: it was suggested that they might be pelagic cormorants, as the light chin seems to be bare skin rather than buff feathers as in Brandt's. I need to do more research, so setting it as ""sp"" for the moment. Birds of the World ( https://birdsoftheworld.org/bow/species/pelcor/cur/appearance ) says: ""Gular skin whitish to pink in nestling, head remaining almost naked until Juvenile Plumage develops. Facial skin ashy pink with pink gular patch in juveniles, darkening to red or blackish during first winter, becoming dull coral red, vivid ruby, or magenta in breeding adult (28, 10); most of gular pouch covered with ruby caruncles; the skin between, grayish brown. Mouth-lining ruby red in adult.""",Phalacrocoracidae sp.,cormor1,Spuh,7103,,3.00,1,,3024,4032
380816391,Photo,"Anna's Hummingbird",Calypte anna,,Sharon J,2021-10-18,2021,10,18,1403,United States,US-CA-001,California,Alameda,UC Berkeley--Strawberry Canyon,37.8712117,-122.2387791,"",,Unspecified,"","",,,,,,,S96409239,"",,,,more of those very white-chested ones that must be pretty young. Wonder how long the breeding season is? (I read they can have up to four nests in a year!),Calypte anna,annhum,Species,4699,,3.00,1,,1119,1600
380816381,Photo,"Anna's Hummingbird",Calypte anna,,Sharon J,2021-10-18,2021,10,18,1403,United States,US-CA-001,California,Alameda,UC Berkeley--Strawberry Canyon,37.8712117,-122.2387791,"",,Unspecified,"","",,,,,,,S96409239,"",,,,more of those very white-chested ones that must be pretty young. Wonder how long the breeding season is? (I read they can have up to four nests in a year!),Calypte anna,annhum,Species,4699,,3.00,1,,1137,1600
380110001,Photo,"Anna's Hummingbird",Calypte anna,,Sharon J,2021-10-16,2021,10,16,1000,United States,US-CA-001,California,Alameda,South Berkeley residential,37.8600606,-122.2629882,Immature Male – 1,"Flying; Foraging or Eating; Molting",Unspecified,"","",,,,,,,S96232991,"",,,"spread tail, dorsal view. R5 looks a little narrow in this view. probably not narrow enough, though :(",,Calypte anna,annhum,Species,4699,,3.00,1,"",1040,1600
380109981,Photo,"Anna's Hummingbird",Calypte anna,,Sharon J,2021-10-16,2021,10,16,1000,United States,US-CA-001,California,Alameda,South Berkeley residential,37.8600606,-122.2629882,Immature Male – 1,"Foraging or Eating; Molting",Unspecified,"","",,,,,,,S96232991,"",,,spread tail,,Calypte anna,annhum,Species,4699,,3.00,1,"",1036,1600
380109971,Photo,"Anna's Hummingbird",Calypte anna,,Sharon J,2021-10-16,2021,10,16,1000,United States,US-CA-001,California,Alameda,South Berkeley residential,37.8600606,-122.2629882,Immature Male – 1,"Flying; Molting",Unspecified,"","",,,,,,,S96232991,"",,,spread undertail,,Calypte anna,annhum,Species,4699,,3.00,1,"",1170,1600
380109961,Photo,"Anna's Hummingbird",Calypte anna,,Sharon J,2021-10-16,2021,10,16,1000,United States,US-CA-001,California,Alameda,South Berkeley residential,37.8600606,-122.2629882,Immature Male – 1,"Flying; Foraging or Eating; Molting",Unspecified,"","",,,,,,,S96232991,"",,,partial spread tail,,Calypte anna,annhum,Species,4699,,3.00,1,"",1078,1600
380109951,Photo,"Anna's Hummingbird",Calypte anna,,Sharon J,2021-10-16,2021,10,16,1000,United States,US-CA-001,California,Alameda,South Berkeley residential,37.8600606,-122.2629882,Immature Male – 1,"Flying; Foraging or Eating; Molting",Unspecified,"","",,,,,,,S96232991,"",,,"R5 does actually look a little extra pointy here, though that could be due to wear.",,Calypte anna,annhum,Species,4699,,3.00,1,"",1038,1600
